,Coin_Price,mark_price,timestamp,ask_iv,best_ask_price,bid_iv,best_bid_price,delta,theta,gamma,vega,rho,mark_iv,Coin_Name,Expiry_Date,Strike_Price,Option_Type,Market_Price,Time_To_Maturity,Risk_Free_Rate,mid_iv
487,57682.98,0.0831,2024-07-10 02:22:14,89.51,0.085,0.0,0.081,0.9279,-103.01839,4e-05,6.25598,3.03814,74.95,BTC,2024-07-12,53000.0,Call,4793.455637999999,0.0062159232251821,0.0523080807001927,44.755
488,57648.6259,0.0065,2024-07-10 02:22:14,128.96,0.0155,37.14,0.0055,0.58274,-143.40619,0.00053,6.20762,0.25282,46.2,BTC,2024-07-10,57500.0,Call,374.71606835,0.0007514423508652,0.0523009768750561,83.05000000000001
489,57198.4,0.0002,2024-07-10 02:22:14,79.9,0.0002,74.53,0.0001,0.00459,-5.18478,0.0,1.22446,0.06443,78.78,BTC,2024-07-19,80000.0,Call,11.43968,0.0253416062852914,0.0523329440881708,77.215
490,60397.21,0.0304,2024-07-10 02:22:14,0.0,0.0,73.91,0.03,0.1131,-11.97052,0.0,113.8094,48.22155,74.11,BTC,2025-06-27,190000.0,Call,1836.075184,0.9625000762306466,0.0479399995121238,36.955
491,56836.744,0.0177,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.17699,-62.25838,2e-05,37.84646,5.95576,78.99,BTC,2024-08-02,70000.0,Call,1006.0103688,0.06359297240551,0.0523826708641271,78.99
492,56564.17,0.2979,2024-07-10 02:22:14,67.23,0.301,45.79,0.294,0.95074,-12.6506,1e-05,21.60555,51.87792,60.05,BTC,2024-08-30,40000.0,Call,16850.466243,0.1400957046459471,0.0524821244160397,56.510000000000005
494,56904.47,0.0002,2024-07-10 02:22:14,63.61,0.0005,53.31,0.0001,0.00545,-3.3035,0.0,1.87752,0.13328,57.29,BTC,2024-07-26,78000.0,Call,11.380894,0.0444672893454007,0.052357807476149,58.46
497,56564.79,0.0112,2024-07-10 02:22:14,52.16,0.0115,50.19,0.01,0.12556,-22.07836,2e-05,43.77999,9.09139,51.72,BTC,2024-08-30,72000.0,Call,633.525648,0.1400957046459471,0.0524821244160397,51.175
498,59308.67,0.0662,2024-07-10 02:22:14,66.52,0.068,65.24,0.0645,0.2551,-20.31852,1e-05,161.16208,80.17631,65.88,BTC,2025-03-28,100000.0,Call,3926.233954,0.7138661964492258,0.0495312563427249,65.88
499,57683.01,0.0002,2024-07-10 02:22:14,69.28,0.0003,60.32,0.0001,0.01056,-10.48116,1e-05,1.27461,0.03741,64.81,BTC,2024-07-12,65000.0,Call,11.536602,0.0062159232251821,0.0523080807001927,64.8
506,59307.51,0.0123,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.05762,-8.07149,0.0,57.98842,19.30301,72.94,BTC,2025-03-28,190000.0,Call,729.482373,0.7138661964492258,0.0495312563427249,72.94
507,56756.75,0.0206,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.16503,-23.24463,2e-05,65.97054,17.9693,56.38,BTC,2024-09-27,76000.0,Call,1169.18905,0.2165984368863843,0.0523694752512763,56.38
508,57190.62,0.0002,2024-07-10 02:22:14,359.3,0.1325,0.0,0.0,0.00555,-5.11113,0.0,1.44574,0.07801,65.6,BTC,2024-07-19,75000.0,Call,11.438124000000002,0.0253416062852914,0.0523329440881708,179.65
510,60396.79,0.1734,2024-07-10 02:22:14,64.93,0.175,64.04,0.1715,0.49013,-21.66976,1e-05,236.63952,184.64585,64.52,BTC,2025-06-27,75000.0,Call,10472.803386,0.9625000762306466,0.0479399995121238,64.48500000000001
512,57649.5506,0.046,2024-07-10 02:22:14,158.57,0.049,0.0,0.0455,0.98688,-20.68202,3e-05,0.53449,0.40968,77.39,BTC,2024-07-10,55000.0,Call,2651.8793276,0.0007514423508652,0.0523009768750561,79.285
513,57764.32,0.1039,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.44183,-26.12069,2e-05,155.7524,91.09858,57.13,BTC,2024-12-27,66000.0,Call,6001.712848,0.4652323166678051,0.0511209679429557,57.13
515,57677.33,0.0002,2024-07-10 02:22:14,91.19,0.0003,80.06,0.0001,0.0082,-10.44389,1e-05,1.02097,0.02889,85.58,BTC,2024-07-12,68000.0,Call,11.535466,0.0062159232251821,0.0523080807001927,85.625
516,57764.06,0.3132,2024-07-10 02:22:14,59.97,0.316,56.64,0.3105,0.84124,-16.34708,1e-05,95.50784,142.29262,58.29,BTC,2024-12-27,42000.0,Call,18091.703592,0.4652323166678051,0.0511209679429557,58.305
517,56896.77,0.0001,2024-07-10 02:22:14,102.66,0.0001,0.0,0.0,0.00126,-1.53274,0.0,0.50084,0.03025,99.78,BTC,2024-07-26,110000.0,Call,5.689677,0.0444672893454007,0.052357807476149,51.33
520,60391.04,0.282,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.65557,-21.49324,1e-05,218.6831,218.19019,69.39,BTC,2025-06-27,58000.0,Call,17030.273279999998,0.9625000762306466,0.0479399995121238,69.39
522,59301.97,0.1202,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.40806,-23.90298,1e-05,195.01199,122.44088,64.17,BTC,2025-03-28,78000.0,Call,7128.096794,0.7138661964492258,0.0495312563427249,64.17
523,57190.56,0.0557,2024-07-10 02:22:14,57.13,0.058,49.09,0.0535,0.69312,-91.43924,7e-05,32.02193,9.26473,52.97,BTC,2024-07-19,55000.0,Call,3185.514192,0.0253416062852914,0.0523329440881708,53.11
524,57679.2,0.0001,2024-07-10 02:22:14,104.21,0.0001,0.0,0.0,0.00284,-3.79766,0.0,0.3966,0.00999,100.0,BTC,2024-07-12,72000.0,Call,5.76792,0.0062159232251821,0.0523080807001927,52.105
526,57660.2443,0.0399,2024-07-10 02:22:14,77.13,0.0425,40.21,0.038,0.86607,-170.79048,0.00011,7.36292,1.66591,59.21,BTC,2024-07-11,55500.0,Call,2300.64374757,0.0034836827880236,0.0523045287876244,58.67
527,56557.11,0.0182,2024-07-10 02:22:14,51.35,0.019,49.37,0.017,0.19028,-28.40371,3e-05,57.57741,13.67055,50.59,BTC,2024-08-30,68000.0,Call,1029.339402,0.1400957046459471,0.0524821244160397,50.36
529,57765.06,0.0117,2024-07-10 02:22:14,69.52,0.0125,67.84,0.011,0.06749,-10.38535,0.0,51.50201,15.02507,68.67,BTC,2024-12-27,130000.0,Call,675.851202,0.4652323166678051,0.0511209679429557,68.68
530,56898.21,0.0001,2024-07-10 02:22:14,0.0,0.0,96.19,0.0001,0.00244,-2.77495,0.0,0.91142,0.05825,99.27,BTC,2024-07-26,105000.0,Call,5.689821,0.0444672893454007,0.052357807476149,48.095
531,57765.06,0.1237,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.48343,-27.81161,2e-05,157.60297,97.35422,60.35,BTC,2024-12-27,64000.0,Call,7145.537922,0.4652323166678051,0.0511209679429557,60.35
533,56828.852,0.0091,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.10238,-42.80503,2e-05,26.02089,3.48714,78.99,BTC,2024-08-02,75000.0,Call,517.1425532000001,0.06359297240551,0.0523826708641271,78.99
535,57190.81,0.0436,2024-07-10 02:22:14,54.99,0.046,49.24,0.0425,0.6176,-95.7278,8e-05,34.78102,8.34295,51.06,BTC,2024-07-19,56000.0,Call,2493.519316,0.0253416062852914,0.0523329440881708,52.115
536,56898.21,0.0001,2024-07-10 02:22:14,63.95,0.0003,57.08,0.0001,0.00304,-1.9606,0.0,1.1119,0.0744,57.49,BTC,2024-07-26,80000.0,Call,5.689821,0.0444672893454007,0.052357807476149,60.515
539,57660.0242,0.0002,2024-07-10 02:22:14,71.74,0.0003,61.94,0.0001,0.01326,-10.45877,1e-05,1.16283,0.02645,66.8,BTC,2024-07-11,63000.0,Call,11.53200484,0.0034836827880236,0.0523045287876244,66.84
543,57660.0242,0.0813,2024-07-10 02:22:14,108.08,0.0835,0.0,0.0,0.97251,-63.50314,2e-05,2.15766,1.79699,75.13,BTC,2024-07-11,53000.0,Call,4687.75996746,0.0034836827880236,0.0523045287876244,54.04
545,56557.6,0.0017,2024-07-10 02:22:14,58.54,0.0017,56.36,0.0013,0.02255,-6.49412,0.0,11.35903,1.65497,58.64,BTC,2024-08-30,90000.0,Call,96.14792,0.1400957046459471,0.0524821244160397,57.45
547,56557.6,0.0002,2024-07-10 02:22:14,70.21,0.0004,61.78,0.0001,0.00303,-1.25792,0.0,1.95589,0.22384,65.99,BTC,2024-08-30,115000.0,Call,11.31152,0.1400957046459471,0.0524821244160397,65.995
550,56897.82,0.0204,2024-07-10 02:22:14,49.56,0.021,47.57,0.0195,0.32125,-64.45142,6e-05,43.03727,7.6335,48.75,BTC,2024-07-26,60000.0,Call,1160.7155280000002,0.0444672893454007,0.052357807476149,48.565
556,57761.11,0.5703,2024-07-10 02:22:14,72.18,0.573,47.33,0.5675,0.98326,-3.09927,0.0,16.41376,111.28759,64.3,BTC,2024-12-27,25000.0,Call,32941.161033000004,0.4652323166678051,0.0511209679429557,59.755
557,56894.27,0.3329,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.98852,-9.30317,0.0,3.6927,17.38367,85.71,BTC,2024-07-26,38000.0,Call,18940.102483,0.0444672893454007,0.052357807476149,85.71
558,56829.472,0.0311,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.2803,-78.66507,3e-05,49.08928,9.31651,76.95,BTC,2024-08-02,65000.0,Call,1767.3965792,0.06359297240551,0.0523826708641271,76.95
560,60387.13,0.2157,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.55929,-22.27296,1e-05,234.07664,200.31093,67.05,BTC,2025-06-27,68000.0,Call,13025.503941,0.9625000762306466,0.0479399995121238,67.05
563,57184.72,0.083,2024-07-10 02:22:14,63.64,0.086,49.6,0.08,0.81178,-75.31367,5e-05,24.59512,10.59153,56.81,BTC,2024-07-19,53000.0,Call,4746.33176,0.0253416062852914,0.0523329440881708,56.620000000000005
564,57673.44,0.0356,2024-07-10 02:22:14,63.41,0.0375,49.33,0.034,0.75537,-175.00087,0.00012,14.30645,2.58919,55.69,BTC,2024-07-12,56000.0,Call,2053.174464,0.0062159232251821,0.0523080807001927,56.37
565,60387.13,0.121,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.36619,-21.54876,1e-05,223.46446,143.22838,68.08,BTC,2025-06-27,95000.0,Call,7306.842729999999,0.9625000762306466,0.0479399995121238,68.08
567,57758.73,0.0512,2024-07-10 02:22:14,62.59,0.051,61.65,0.049,0.24557,-22.85251,1e-05,124.17294,52.37658,62.68,BTC,2024-12-27,85000.0,Call,2957.2469760000004,0.4652323166678051,0.0511209679429557,62.120000000000005
570,56749.79,0.0049,2024-07-10 02:22:14,60.67,0.0049,58.56,0.004,0.04667,-9.89141,1e-05,25.81385,5.14366,60.76,BTC,2024-09-27,95000.0,Call,278.073971,0.2165984368863843,0.0523694752512763,59.615
572,59296.23,0.0926,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.33204,-22.80842,1e-05,182.31028,101.8212,65.5,BTC,2025-03-28,88000.0,Call,5490.830898,0.7138661964492258,0.0495312563427249,65.5
573,57185.2,0.0002,2024-07-10 02:22:14,66.55,0.0003,59.05,0.0001,0.00578,-5.07073,0.0,1.49854,0.08133,62.78,BTC,2024-07-19,74000.0,Call,11.43704,0.0253416062852914,0.0523329440881708,62.8
574,56891.02,0.1783,2024-07-10 02:22:14,315.45,0.3345,0.0,0.0,0.93036,-31.6431,2e-05,16.06728,19.08023,64.11,BTC,2024-07-26,47000.0,Call,10143.668865999998,0.0444672893454007,0.052357807476149,157.725
575,56891.02,0.0092,2024-07-10 02:22:14,50.25,0.01,47.48,0.0085,0.17432,-46.35626,4e-05,30.89214,4.18827,48.85,BTC,2024-07-26,63000.0,Call,523.397384,0.0444672893454007,0.052357807476149,48.864999999999995
580,60384.6,0.164,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.46866,-21.8099,1e-05,236.17846,177.89676,65.2,BTC,2025-06-27,78000.0,Call,9903.0744,0.9625000762306466,0.0479399995121238,65.2
585,57654.7139,0.0093,2024-07-10 02:22:14,53.95,0.01,47.48,0.0085,0.42707,-265.73073,0.00023,13.38097,0.8433,50.75,BTC,2024-07-11,58000.0,Call,536.18883927,0.0034836827880236,0.0523045287876244,50.715
590,57676.97,0.3932,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,1.0,-7e-05,0.0,0.0,2.88603,100.0,BTC,2024-07-12,35000.0,Call,22678.584604,0.0062159232251821,0.0523080807001927,100.0
591,56552.76,0.1439,2024-07-10 02:22:14,52.32,0.1455,48.34,0.141,0.77067,-31.88461,3e-05,64.25801,49.79797,50.89,BTC,2024-08-30,50000.0,Call,8137.942164,0.1400957046459471,0.0524821244160397,50.33
592,60385.28,0.1274,2024-07-10 02:22:14,66.12,0.127,65.19,0.1235,0.3866,-21.33785,1e-05,227.04101,151.08995,66.22,BTC,2025-06-27,90000.0,Call,7693.084672000001,0.9625000762306466,0.0479399995121238,65.655
599,56892.24,0.0001,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.00355,-2.43767,0.0,1.30836,0.0904,63.38,BTC,2024-07-26,83000.0,Call,5.689224,0.0444672893454007,0.052357807476149,63.38
603,56892.24,0.0069,2024-07-10 02:22:14,50.1,0.0075,47.96,0.0065,0.138,-39.74617,4e-05,26.47965,3.32561,48.86,BTC,2024-07-26,64000.0,Call,392.556456,0.0444672893454007,0.052357807476149,49.03
605,56892.24,0.0023,2024-07-10 02:22:14,51.45,0.0025,49.7,0.0021,0.05295,-20.14368,2e-05,12.9697,1.28536,50.56,BTC,2024-07-26,68000.0,Call,130.852152,0.0444672893454007,0.052357807476149,50.575
608,56892.24,0.0001,2024-07-10 02:22:14,71.9,0.0003,64.35,0.0001,0.00347,-2.56104,0.0,1.25221,0.08435,66.6,BTC,2024-07-26,84000.0,Call,5.689224,0.0444672893454007,0.052357807476149,68.125
610,57657.2723,0.0984,2024-07-10 02:22:14,243.12,0.117,0.0,0.0,0.98566,-39.27604,1e-05,1.24235,1.78901,80.7,BTC,2024-07-11,52000.0,Call,5673.47559432,0.0034836827880236,0.0523045287876244,121.56
611,57763.74,0.171,2024-07-10 02:22:14,59.2,0.1735,57.68,0.1695,0.60907,-25.9126,2e-05,151.47738,118.04046,58.26,BTC,2024-12-27,56000.0,Call,9877.59954,0.4652323166678051,0.0511209679429557,58.44
612,56824.524,0.2982,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.97337,-13.93113,1e-05,8.97891,25.23923,74.5,BTC,2024-08-02,40000.0,Call,16945.0730568,0.06359297240551,0.0523826708641271,74.5
614,56893.92,0.0121,2024-07-10 02:22:14,49.34,0.0125,46.9,0.011,0.21647,-52.73436,5e-05,35.24241,5.1845,48.71,BTC,2024-07-26,62000.0,Call,688.416432,0.0444672893454007,0.052357807476149,48.120000000000005
615,56893.92,0.0002,2024-07-10 02:22:14,55.18,0.0002,0.0,0.0,0.00564,-3.28191,0.0,1.9326,0.13784,55.28,BTC,2024-07-26,77000.0,Call,11.378784,0.0444672893454007,0.052357807476149,27.59
616,59300.79,0.2798,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.67761,-25.16831,1e-05,180.23078,169.33618,73.18,BTC,2025-03-28,54000.0,Call,16592.361042,0.7138661964492258,0.0495312563427249,73.18
617,56555.86,0.0046,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.05575,-12.93801,1e-05,24.00378,4.11853,56.07,BTC,2024-08-30,81000.0,Call,260.156956,0.1400957046459471,0.0524821244160397,56.07
618,57188.97,0.0189,2024-07-10 02:22:14,50.17,0.019,48.5,0.018,0.36305,-92.39909,8e-05,34.20584,5.00072,50.11,BTC,2024-07-19,59000.0,Call,1080.871533,0.0253416062852914,0.0523329440881708,49.335
619,57657.2722,0.0002,2024-07-10 02:22:14,60.68,0.0003,52.08,0.0001,0.01547,-10.48728,2e-05,1.32848,0.03094,56.37,BTC,2024-07-11,62000.0,Call,11.53145444,0.0034836827880236,0.0523045287876244,56.379999999999995
621,57765.91,0.0701,2024-07-10 02:22:14,0.0,0.0,27.36,0.005,0.31314,-25.63368,1e-05,140.10465,65.78744,62.58,BTC,2024-12-27,78000.0,Call,4049.390291,0.4652323166678051,0.0511209679429557,13.68
622,56755.46,0.1097,2024-07-10 02:22:14,51.88,0.111,50.77,0.109,0.59909,-32.98575,3e-05,102.24964,60.32955,51.15,BTC,2024-09-27,55000.0,Call,6226.073962,0.2165984368863843,0.0523694752512763,51.325
623,57637.5745,0.0805,2024-07-10 02:22:14,115.55,0.0805,0.0,0.0,0.99862,-3.6714,0.0,0.07167,0.39972,102.45,BTC,2024-07-10,53000.0,Call,4639.824747250001,0.0007514423508652,0.0523009768750561,57.775
625,60389.58,0.1401,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.4093,-22.21055,1e-05,230.7795,157.20203,67.95,BTC,2025-06-27,88000.0,Call,8460.580158,0.9625000762306466,0.0479399995121238,67.95
626,60389.58,0.3059,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.67798,-21.84212,1e-05,212.94053,217.31341,72.42,BTC,2025-06-27,56000.0,Call,18473.172522,0.9625000762306466,0.0479399995121238,72.42
636,57658.7274,0.0191,2024-07-10 02:22:14,57.69,0.02,46.24,0.0175,0.64749,-265.86723,0.0002,12.65861,1.26634,53.59,BTC,2024-07-11,57000.0,Call,1101.28169334,0.0034836827880236,0.0523045287876244,51.965
640,57680.76,0.0002,2024-07-10 02:22:14,66.57,0.0005,53.44,0.0001,0.01498,-14.2887,1e-05,1.72345,0.05302,59.97,BTC,2024-07-12,64000.0,Call,11.536152,0.0062159232251821,0.0523080807001927,60.004999999999995
642,57680.57,0.0038,2024-07-10 02:22:14,53.62,0.0041,50.67,0.0035,0.17466,-134.3545,0.00011,11.7311,0.615,52.17,BTC,2024-07-12,60000.0,Call,219.186166,0.0062159232251821,0.0523080807001927,52.144999999999996
644,56755.89,0.1026,2024-07-10 02:22:14,51.94,0.1025,50.3,0.0995,0.57005,-34.07797,3e-05,103.89272,57.62167,52.01,BTC,2024-09-27,56000.0,Call,5823.154313999999,0.2165984368863843,0.0523694752512763,51.12
645,56894.79,0.0001,2024-07-10 02:22:14,91.21,0.0003,82.09,0.0001,0.0028,-2.68981,0.0,1.03391,0.06752,84.82,BTC,2024-07-26,95000.0,Call,5.689479,0.0444672893454007,0.052357807476149,86.65
646,60388.13,0.1853,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.50609,-22.28133,1e-05,236.89614,187.37128,66.4,BTC,2025-06-27,74000.0,Call,11189.920488999998,0.9625000762306466,0.0479399995121238,66.4
650,60388.13,0.1401,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.41449,-21.74142,1e-05,231.46036,160.23046,66.32,BTC,2025-06-27,86000.0,Call,8460.377013,0.9625000762306466,0.0479399995121238,66.32
652,57641.2176,0.1152,2024-07-10 02:22:14,0.0,0.115,0.0,0.0,0.99999,-0.02397,0.0,0.00047,0.38521,102.45,BTC,2024-07-10,51000.0,Call,6640.26826752,0.0007514423508652,0.0523009768750561,102.45
653,56894.79,0.0007,2024-07-10 02:22:14,104.02,0.0125,58.2,0.0006,0.01614,-8.8373,1e-05,4.84499,0.39183,59.37,BTC,2024-07-26,75000.0,Call,39.826353,0.0444672893454007,0.052357807476149,81.11
655,57766.78,0.0865,2024-07-10 02:22:14,199.28,0.45,0.0,0.0,0.37355,-26.57761,2e-05,149.74082,77.67296,60.7,BTC,2024-12-27,72000.0,Call,4996.82647,0.4652323166678051,0.0511209679429557,99.64
659,60387.69,0.1853,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.51456,-21.50766,1e-05,236.76416,192.31967,64.13,BTC,2025-06-27,72000.0,Call,11189.838957,0.9625000762306466,0.0479399995121238,64.13
660,56827.456,0.1455,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.78257,-64.76454,3e-05,42.86469,23.81291,72.55,BTC,2024-08-02,50000.0,Call,8268.394848,0.06359297240551,0.0523826708641271,72.55
661,57186.89,0.0005,2024-07-10 02:22:14,59.19,0.0006,55.98,0.0004,0.01553,-11.04137,1e-05,3.55793,0.21862,57.58,BTC,2024-07-19,70000.0,Call,28.593445,0.0253416062852914,0.0523329440881708,57.584999999999994
662,56827.456,0.0431,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.38008,-80.83731,4e-05,55.49813,12.59773,69.94,BTC,2024-08-02,61000.0,Call,2449.2633536,0.06359297240551,0.0523826708641271,69.94
663,56558.66,0.0017,2024-07-10 02:22:14,60.06,0.0012,57.02,0.0008,0.02106,-6.59142,0.0,10.72568,1.53854,63.03,BTC,2024-08-30,94000.0,Call,96.149722,0.1400957046459471,0.0524821244160397,58.540000000000006
666,57641.1086,0.0719,2024-07-10 02:22:14,187.95,0.0735,0.0,0.0715,0.99594,-9.78867,1e-05,0.19003,0.40232,103.02,BTC,2024-07-10,53500.0,Call,4144.39570834,0.0007514423508652,0.0523009768750561,93.975
668,58239.1569,0.0926,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.372,-25.23969,1e-05,162.65132,88.70484,61.76,BTC,2025-01-24,75000.0,Call,5392.94592894,0.5417350489082422,0.0506328956869872,61.76
672,56755.41,0.0136,2024-07-10 02:22:14,55.92,0.0135,54.81,0.0125,0.11815,-18.49055,1e-05,52.33652,12.88976,56.02,BTC,2024-09-27,80000.0,Call,771.873576,0.2165984368863843,0.0523694752512763,55.365
675,60387.41,0.1925,2024-07-10 02:22:14,65.31,0.199,63.39,0.1915,0.53044,-21.31684,1e-05,235.98535,196.96801,63.64,BTC,2025-06-27,70000.0,Call,11624.576425,0.9625000762306466,0.0479399995121238,64.35
677,56894.64,0.0009,2024-07-10 02:22:14,55.57,0.0011,52.95,0.0008,0.02288,-10.86386,1e-05,6.51778,0.55658,54.26,BTC,2024-07-26,72000.0,Call,51.205176,0.0444672893454007,0.052357807476149,54.260000000000005
678,60387.41,0.0736,2024-07-10 02:22:14,68.4,0.073,67.26,0.0695,0.24749,-18.25188,1e-05,187.51372,101.37321,68.58,BTC,2025-06-27,120000.0,Call,4444.513376,0.9625000762306466,0.0479399995121238,67.83000000000001
680,60387.41,0.2618,2024-07-10 02:22:14,64.76,0.252,62.47,0.2435,0.63336,-21.36151,1e-05,223.32513,216.56955,67.39,BTC,2025-06-27,60000.0,Call,15809.423938,0.9625000762306466,0.0479399995121238,63.615
682,58239.8946,0.0667,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.27203,-24.58268,1e-05,142.72298,65.20275,68.56,BTC,2025-01-24,90000.0,Call,3884.60096982,0.5417350489082422,0.0506328956869872,68.56
685,57681.9,0.0073,2024-07-10 02:22:14,53.48,0.008,47.96,0.0065,0.29338,-174.69844,0.00015,15.68216,1.02995,50.75,BTC,2024-07-12,59000.0,Call,421.07787,0.0062159232251821,0.0523080807001927,50.72
687,56827.75,0.0601,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.46013,-89.9708,4e-05,57.85512,14.95305,74.68,BTC,2024-08-02,59000.0,Call,3415.347775,0.06359297240551,0.0523826708641271,74.68
688,56894.58,0.1456,2024-07-10 02:22:14,275.31,0.289,0.0,0.0,0.89291,-40.84816,3e-05,22.16004,18.95982,60.01,BTC,2024-07-26,49000.0,Call,8283.850848,0.0444672893454007,0.052357807476149,137.655
689,56894.58,0.0001,2024-07-10 02:22:14,73.74,0.0003,66.04,0.0001,0.00339,-2.57448,0.0,1.22825,0.08252,68.34,BTC,2024-07-26,85000.0,Call,5.689458,0.0444672893454007,0.052357807476149,69.89
690,57661.6653,0.0061,2024-07-10 02:22:14,52.33,0.0065,45.17,0.005,0.32003,-241.36433,0.00021,12.20109,0.63366,50.55,BTC,2024-07-11,58500.0,Call,351.73615833,0.0034836827880236,0.0523045287876244,48.75
691,57682.22,0.0017,2024-07-10 02:22:14,55.09,0.0021,0.0,0.0,0.09078,-85.36671,7e-05,7.44518,0.32044,52.2,BTC,2024-07-12,61000.0,Call,98.059774,0.0062159232251821,0.0523080807001927,27.545
692,57766.95,0.0207,2024-07-10 02:22:14,66.36,0.0215,65.22,0.02,0.11341,-14.64864,1e-05,75.82746,24.97156,65.79,BTC,2024-12-27,110000.0,Call,1195.7758649999998,0.4652323166678051,0.0511209679429557,65.78999999999999
694,56559.64,0.1573,2024-07-10 02:22:14,0.0,0.0,0.0,0.1055,0.80008,-29.28267,3e-05,59.75882,51.80656,50.97,BTC,2024-08-30,49000.0,Call,8896.831372,0.1400957046459471,0.0524821244160397,50.97
696,56559.64,0.0075,2024-07-10 02:22:14,53.02,0.008,51.37,0.007,0.08938,-17.43172,1e-05,34.24864,6.50636,52.2,BTC,2024-08-30,75000.0,Call,424.1973,0.1400957046459471,0.0524821244160397,52.195
698,56827.74,0.1586,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.81313,-59.14927,3e-05,39.14821,24.46748,72.55,BTC,2024-08-02,49000.0,Call,9012.879564,0.06359297240551,0.0523826708641271,72.55
699,60385.11,0.2075,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.56371,-20.63845,1e-05,233.66345,207.65873,62.24,BTC,2025-06-27,66000.0,Call,12529.910325,0.9625000762306466,0.0479399995121238,62.24
700,56754.24,0.0034,2024-07-10 02:22:14,61.46,0.0034,59.94,0.0029,0.03355,-7.66447,0.0,19.74214,3.71307,61.56,BTC,2024-09-27,100000.0,Call,192.964416,0.2165984368863843,0.0523694752512763,60.7
701,57185.01,0.003,2024-07-10 02:22:14,50.77,0.0032,0.0,0.0,0.08531,-38.39631,3e-05,14.22621,1.19608,50.08,BTC,2024-07-19,64000.0,Call,171.55503000000002,0.0253416062852914,0.0523329440881708,25.385
702,57768.51,0.4099,2024-07-10 02:22:14,61.53,0.4125,55.74,0.407,0.92609,-9.54759,1e-05,55.23161,139.11853,58.87,BTC,2024-12-27,35000.0,Call,23679.312249,0.4652323166678051,0.0511209679429557,58.635000000000005
704,56754.24,0.3868,2024-07-10 02:22:14,65.38,0.3895,45.95,0.384,0.97016,-6.71747,0.0,17.9151,71.90306,59.45,BTC,2024-09-27,35000.0,Call,21952.540032,0.2165984368863843,0.0523694752512763,55.665
705,57768.51,0.0422,2024-07-10 02:22:14,63.21,0.042,62.44,0.0405,0.20923,-21.09425,1e-05,113.46803,45.01103,63.31,BTC,2024-12-27,90000.0,Call,2437.831122,0.4652323166678051,0.0511209679429557,62.825
710,60387.33,0.0476,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.16984,-15.09564,1e-05,150.18858,71.37155,70.96,BTC,2025-06-27,150000.0,Call,2874.436908,0.9625000762306466,0.0479399995121238,70.96
712,56563.39,0.0027,2024-07-10 02:22:14,56.54,0.0027,54.69,0.0022,0.03479,-8.99359,1e-05,16.3015,2.54914,56.58,BTC,2024-08-30,85000.0,Call,152.72115300000002,0.1400957046459471,0.0524821244160397,55.614999999999995
713,56756.27,0.3699,2024-07-10 02:22:14,64.63,0.3725,50.08,0.3675,0.96483,-7.55263,1e-05,20.51887,73.33968,58.36,BTC,2024-09-27,36000.0,Call,20994.144273,0.2165984368863843,0.0523694752512763,57.355
714,56563.39,0.039,2024-07-10 02:22:14,50.47,0.04,49.02,0.038,0.34503,-37.90398,3e-05,78.11361,24.31611,49.76,BTC,2024-08-30,62000.0,Call,2205.97221,0.1400957046459471,0.0524821244160397,49.745000000000005
718,56827.292,0.0017,2024-07-10 02:22:14,0.0,0.0,0.0,0.0,0.02294,-14.05151,0.0,7.92514,0.79251,85.14,BTC,2024-08-02,90000.0,Call,96.6063964,0.06359297240551,0.0523826708641271,85.14
